name,host_name,neighbourhood,room_type,price_per_night,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,bathrooms,bedrooms,host_response_rate,review_scores_value,host_response_time
Brand New One Bedroom in Back Bay,Jason,Back Bay,Entire home/apt,281,4,0,0.0,18,162,0,1.0,1,100,4.7,within an hour
Fabulous North End 3 BR | 1.5 BA in Little Italy,Jason,North End,Entire home/apt,482,4,2,2.0,18,227,2,1.5,3,100,5.0,within an hour
North End Efficient 3 BR | 1 BA in Little Italy,Jason,North End,Entire home/apt,465,4,0,0.0,18,60,0,1.0,3,100,4.7,within an hour
Luxury 3BR | Free Parking | Boston | ROKU TV,Michael,Roxbury,Entire home/apt,246,1,4,3.43,4,343,4,2.0,3,100,4.25,within an hour
Downtown high end 2BR 2BA Condo Stunning City View,Adam,Downtown,Entire home/apt,599,29,0,0.0,95,268,0,2.0,2,92,4.7,within an hour
Modern 2BR 2BA Condo in Back baybay 2BR 2BA,Adam,Back Bay,Entire home/apt,599,29,0,0.0,95,162,0,2.0,2,92,4.7,within an hour
Luxury studio apartment Boston,Mouad,Chinatown,Entire home/apt,187,29,0,0.0,3,264,0,1.0,0,92,4.7,within an hour
Lux 2b2b South End,Mouad,South End,Entire home/apt,360,3,0,0.0,3,263,0,2.0,2,92,4.7,within an hour
Cozy & Modern 2BR 2BA Condo downtown boston,Adam,Downtown,Entire home/apt,514,29,1,1.0,95,170,1,2.0,2,92,5.0,within an hour
"Big, Cozy home. Near everything! Car+T Friendly",Christopher Devon,East Boston,Entire home/apt,156,29,0,0.0,1,354,0,1.0,3,100,4.7,within an hour
"Ellie 1 - St. Botolph, 2 Bed Studio, Back Bay",Paige,Back Bay,Entire home/apt,225,1,4,4.0,8,119,4,1.0,0,98,4.75,within an hour
Ellie 4 - Cute Studio 2 bed!,Paige,Back Bay,Entire home/apt,243,1,1,1.0,60,119,1,1.0,0,100,5.0,within an hour
Ellie 5 - St Botolph Back Bay Twin Studio,Paige,Back Bay,Entire home/apt,199,1,4,4.0,8,135,4,1.0,0,98,5.0,within an hour
"Ellie 6 - St Botolph, First Floor, Back Bay!",Paige,Back Bay,Entire home/apt,197,1,4,4.0,60,125,4,1.0,1,100,3.75,within an hour
Ellie 7 - Copley/Pru! Back Bay Location! W/D,Paige,Back Bay,Entire home/apt,224,1,4,3.43,8,116,4,1.0,0,98,4.75,within an hour
"Ellie 8 - A+ Back Bay, Light-filled, 2 beds",Paige,South End,Entire home/apt,267,1,0,0.0,8,134,0,1.0,1,98,4.7,within an hour
"Ellie 10 - New Reno! Back Bay, 2 beds.",Paige,Back Bay,Entire home/apt,285,1,4,4.0,8,131,4,1.0,1,98,4.75,within an hour
Habitación cerca del centro,Jhans,Jamaica Plain,Private room,84,29,1,0.71,6,365,1,2.0,1,100,1.0,within an hour
Ellie 9 - NEW Back Bay Studio Best Location!,Paige,Back Bay,Entire home/apt,243,1,3,3.0,8,122,3,1.0,0,98,3.67,within an hour
Habitación privada tranquila,Jhans,Jamaica Plain,Private room,72,1,0,0.0,6,365,0,0.0,1,100,4.7,within an hour
Ellie 11 - Renovated Apt in Heart of Back Bay!,Paige,Back Bay,Entire home/apt,264,1,2,2.0,8,132,2,1.0,1,98,4.5,within an hour
"(4R1) First Floor, NEW, 3Beds, Outdoor Space",Paige,Back Bay,Entire home/apt,399,1,1,1.0,5,85,1,1.0,2,96,5.0,within an hour
"(S2R) Back Bay Studio, 2nd Floor",Paige,Back Bay,Entire home/apt,225,1,5,5.0,5,17,5,1.0,0,96,4.0,within an hour
Modern Penthouse (2BR 2BA) Stunning Lake Views,Adam,Jamaica Plain,Entire home/apt,499,29,1,1.0,95,270,1,2.0,2,92,4.0,within an hour
(H2) Heart of Back Bay! One bed,Paige,Back Bay,Entire home/apt,299,1,3,2.25,60,251,3,1.0,1,100,5.0,within an hour
(H3) Back Bay! Shopping & Dinning,Paige,Back Bay,Entire home/apt,299,1,1,1.0,4,247,1,1.0,1,98,5.0,within an hour
(CL6) - South End Studio 2 Beds!,Paige,South End,Entire home/apt,199,1,3,3.0,4,34,3,1.0,0,98,5.0,within an hour
Habitación tradicional,Jhans,Jamaica Plain,Private room,71,1,0,0.0,6,365,0,2.0,1,100,4.7,within an hour
558/3 - 3BR Boston | Renovated Nest near Aquarium,Tan,Dorchester,Entire home/apt,309,1,2,1.71,4,336,2,2.0,3,100,5.0,within an hour
Sun-Filled w/ City Views Public Transportation,Ronalyn,Brighton,Entire home/apt,160,29,0,0.0,21,331,0,1.0,1,100,4.7,within an hour
Boston 2units Duplex near Train Downtown Free Prkg,Eder,Dorchester,Entire home/apt,1569,2,0,0.0,7,335,0,4.5,10,96,4.7,within an hour
Lux 1bd,Mike,Roxbury,Entire home/apt,1288,29,0,0.0,1,365,0,1.0,1,100,4.7,Unknown
NomadiQ Boutique Stay - Airport,Olsian,East Boston,Entire home/apt,186,1,6,4.19,2,364,6,1.0,1,98,4.4,within an hour
2 rooms w/ 3  beds sleeps 5,Lynda,West Roxbury,Private room,160,1,0,0.0,16,361,0,1.0,2,100,4.7,within an hour
Habitación tranquila,Jhans,Jamaica Plain,Private room,115,1,1,1.0,6,365,1,2.0,1,100,2.0,within an hour
"Sunlit Cozy Studio Near BC, BU, & MBTA",Ronalyn,Brighton,Entire home/apt,138,28,3,2.5,21,120,3,1.0,1,100,2.67,within an hour
Beautiful Back Bay Bliss!,Paige,Back Bay,Entire home/apt,800,1,1,1.0,5,138,1,2.0,2,96,5.0,within an hour
1 BR Top Floor w/ In-unit Laundry in Savin Hill,Ronalyn,Dorchester,Entire home/apt,150,29,0,0.0,21,326,0,1.0,1,100,4.7,within an hour
2 Bedroom Unit in the Heart of Back Bay,Ronalyn,Back Bay,Entire home/apt,332,28,2,1.82,21,325,2,1.0,2,100,5.0,within an hour
Stylish Studio in Boston Back Bay,Ronalyn,Back Bay,Entire home/apt,161,28,0,0.0,21,318,0,1.0,0,100,4.7,within an hour
Oversized Furnished Brownstone Studio in Back Bay,Ronalyn,Back Bay,Entire home/apt,144,28,3,3.0,21,188,3,1.0,0,100,5.0,within an hour
Home-like 4BR-3BA Apt | Near Ashmont Station (New),Thanh,Dorchester,Entire home/apt,266,2,0,0.0,1,325,0,3.0,4,100,4.7,within an hour
Habitación Tranquila,Jhans,Jamaica Plain,Private room,87,1,0,0.0,6,365,0,2.0,1,100,4.7,within an hour
"1Bedroom w/ Elevator, Roof Deck Near BC",Ronalyn,Brighton,Entire home/apt,182,29,0,0.0,21,42,0,1.0,1,100,4.7,within an hour
Thatch Quarters | Pvt. Room in Southie | 102 DOT,Thatch,South Boston,Private room,107,1,1,1.0,57,159,1,1.0,0,100,3.0,within an hour
Sleek Boston Home | Near T,Daniel,Jamaica Plain,Entire home/apt,1084,30,0,0.0,4,308,0,7.5,15,100,4.7,within an hour
Single House 2BR - Backyard+Walk to BCEC & Seaport,Melisa,South Boston,Entire home/apt,304,2,1,1.0,2,185,1,2.0,2,100,5.0,within an hour
3BR JPWalk to T / off st parking,Francisco,Jamaica Plain,Entire home/apt,360,2,0,0.0,5,354,0,1.0,3,100,4.7,within an hour
Classic Apartment #474,Robert Allen,North End,Entire home/apt,131,31,0,0.0,1,156,0,1.0,1,100,4.7,within a day
Private Room in Boston #6 (newly listed),Zeki,Brighton,Private room,72,3,1,1.0,4,328,1,1.0,1,100,5.0,within an hour
"Blueground | Prudential, gym & w/d, nr library",Blueground,Back Bay,Entire home/apt,309,31,0,0.0,369,306,0,1.0,0,99,4.7,within an hour
"Blueground | St. Elizabeth's, AC, w/d, nr med ctr",Blueground,Brighton,Entire home/apt,362,31,0,0.0,369,322,0,2.0,2,99,4.7,within an hour
"Northeastern,Boston Medical,in unit laundry,C/A",Ronalyn,Roxbury,Entire home/apt,253,30,1,1.0,21,66,1,1.0,0,100,5.0,within an hour
Spacious Residence near Seasport,Dan,South Boston,Entire home/apt,392,5,0,0.0,1,364,0,2.0,2,70,4.7,within a day
"(CO7) South End, Location! 2 Beds",Paige,South End,Entire home/apt,299,1,3,3.0,4,40,3,1.0,1,98,5.0,within an hour
Lovely Modern Room Close  Dowtn Boston/Green Line,Aziz,Allston,Private room,72,2,3,2.73,7,153,3,1.0,1,100,4.67,within an hour
"Blueground | South Boston, rooftop, nr Fort Point",Blueground,South Boston,Entire home/apt,225,31,0,0.0,369,334,0,1.0,0,99,4.7,within an hour
"South End Gem: City Views, Rooftop Pool",Marina,South End,Entire home/apt,479,2,0,0.0,12,327,0,1.0,1,100,4.7,within an hour
South End Oasis w Pool & Gym,Marina,South End,Entire home/apt,436,1,0,0.0,12,327,0,1.0,1,100,4.7,within an hour
"South End Apartment w Fireplace, Gym & Pool",Marina,South End,Entire home/apt,497,1,2,2.0,12,327,2,1.0,1,100,5.0,within an hour
Luxury South End Views & Pool,Marina,South End,Entire home/apt,477,29,1,1.0,12,327,1,1.0,1,100,5.0,within an hour
Apt next to Airport/Downtown,Peter,East Boston,Entire home/apt,282,1,0,0.0,4,352,0,1.0,3,100,4.7,within an hour
54.4 Downtown. Theater district.,Lee,Downtown,Entire home/apt,177,1,3,3.0,12,315,3,1.0,1,100,5.0,within an hour
(3-11) Easy first floor studio Back Bay,Paige,Back Bay,Entire home/apt,216,1,2,2.0,7,10,2,1.0,0,100,5.0,within an hour
"(3-21) Back Bay, 2 beds, Simple, Location!",Paige,Back Bay,Entire home/apt,266,1,4,4.0,7,64,4,1.0,1,100,4.75,within an hour
(3-31) Brand New Beautiful Back Bay apartment,Paige,Fenway,Entire home/apt,285,1,4,4.0,7,43,4,1.0,1,100,5.0,within an hour
"2BR South End Apt: Pool, Gym & Paid Parking!",Marina,South End,Entire home/apt,624,1,0,0.0,12,279,0,2.0,2,100,4.7,within an hour
South End Luxe Family Getaway,Marina,South End,Entire home/apt,775,2,0,0.0,12,279,0,2.0,2,100,4.7,within an hour
South End Serenity: Your Family's Dream Getaway!,Marina,South End,Entire home/apt,748,1,0,0.0,12,279,0,2.0,3,100,4.7,within an hour
"(3-52) Newly furnish, Back Bay!",Paige,Back Bay,Entire home/apt,207,1,3,3.0,7,44,3,1.0,1,100,4.67,within an hour
"(41A) Cozy Private Studio, Own Entrance!",Together We,Beacon Hill,Entire home/apt,177,1,2,2.0,2,72,2,1.0,0,100,5.0,within an hour
(M5) Spacious 2 bedroom Heart of Back Bay,Paige,Back Bay,Entire home/apt,742,1,0,0.0,7,3,0,1.5,2,100,4.7,within an hour
"(M6) Freshly styled, Large 3 bedroom!",Paige,Back Bay,Entire home/apt,493,1,0,0.0,7,9,0,1.5,3,100,4.7,within an hour
"(S2F) Front Facing 1 Bedroom, Back Bay",Paige,Back Bay,Entire home/apt,467,1,4,4.0,5,5,4,1.0,1,96,4.75,within an hour
(SB) Cozy & Charming little Studio. BackBay,Paige,Back Bay,Entire home/apt,483,1,0,0.0,60,6,0,1.0,0,100,4.7,within an hour
"Southie, 2Bedroom, New! (1)",Paige,South Boston,Entire home/apt,355,1,2,2.0,60,139,2,1.0,2,100,5.0,within an hour
"Southie, 3 Beds, In unit W/D (2)",Paige,South Boston,Entire home/apt,355,1,2,2.0,60,136,2,1.0,2,100,5.0,within an hour
"Southie! 2BR, Washer/Dryer, (3)",Paige,South Boston,Entire home/apt,355,1,1,1.0,60,143,1,1.0,2,100,4.0,within an hour
"3 Beds, Washer Dryer, Southie, New Reno! (4)",Paige,South Boston,Entire home/apt,299,1,1,1.0,60,130,1,1.0,2,100,5.0,within an hour
"(3-42) Cute 1 Bedroom, Perfect Location, BackBay",Paige,Back Bay,Entire home/apt,207,1,0,0.0,7,137,0,1.0,1,100,4.7,within an hour
Cozy Classic with Queen Size Bed,Renee,Dorchester,Private room,69,3,1,1.0,3,364,1,1.0,1,100,5.0,within an hour
63.4 Downtown. Theater District.,Lee,Downtown,Entire home/apt,177,1,4,4.0,12,340,4,1.0,1,100,5.0,within an hour
The Serene Hideaway,Renee,Dorchester,Private room,60,3,3,3.0,3,277,3,1.0,1,100,5.0,within an hour
Sunlit Retreat,Renee,Dorchester,Private room,69,3,4,4.0,3,355,4,1.0,1,100,4.5,within an hour
NomadiQ 3 bdrm next to Airport,Olsian,East Boston,Entire home/apt,309,1,7,6.0,2,358,7,1.0,3,98,4.71,within an hour
Lux 2b2b downtown,Rafael,Downtown,Entire home/apt,641,3,0,0.0,1,245,0,2.0,2,93,4.7,within an hour
NEW! Upscale 3Bed~Parking~W&D~ A.C~Near MBTA,Mindy,Hyde Park,Entire home/apt,161,2,0,0.0,1,290,0,1.0,3,100,4.7,within an hour
Luxury23.4 - Boston Landing - Allston Yards,Lee,Allston,Entire home/apt,241,1,5,5.0,12,352,5,2.0,2,100,4.4,within an hour
Red Sox 34.4 - Fenway Park. Longwood Med. NEU,Lee,Fenway,Entire home/apt,158,1,6,6.0,12,75,6,1.0,2,100,5.0,within an hour
Red Sox 09.4 - Fenway Park. Longwood Medical. NEU.,Lee,Fenway,Entire home/apt,158,1,6,6.0,12,325,6,1.0,2,100,4.83,within an hour
Huge Studio in Downtown Boston 2810,Mohammed Radi,Downtown,Entire home/apt,171,1,1,1.0,64,342,1,1.0,0,99,3.0,within an hour
Elegant (3BR/2BA)Condo | Seaport Boston,Adam,South Boston Waterfront,Entire home/apt,599,4,0,0.0,95,345,0,2.0,3,92,4.7,within an hour
"Blueground | Shawmut, pool, nr Boston Common",Blueground,South End,Entire home/apt,232,31,0,0.0,369,71,0,1.0,0,99,4.7,within an hour
Luxury Apt in the Heart of Seaport,Compass,South Boston Waterfront,Entire home/apt,282,30,0,0.0,29,363,0,1.0,1,96,4.7,within a few hours
Private Apt In Downtown Seaport with Pool,Compass,South Boston Waterfront,Entire home/apt,304,30,0,0.0,29,307,0,1.0,1,96,4.7,within a few hours
Modern Apt Downtown Seaport with Gym,Compass,South Boston Waterfront,Entire home/apt,293,30,0,0.0,29,347,0,1.0,1,96,4.7,within a few hours
"Blueground | Shawmut, pool, nr Boston Common",Blueground,South End,Entire home/apt,300,31,0,0.0,369,191,0,1.0,0,99,4.7,within an hour
"Blueground | Fenway, gym, nr Fenway Park",Blueground,Fenway,Entire home/apt,233,31,0,0.0,369,360,0,1.0,1,99,4.7,within an hour
558/1 - 3BR Boston | Renovated Nest near aquarium,Tan,Dorchester,Entire home/apt,253,1,0,0.0,4,332,0,2.0,3,100,4.7,within an hour
60/3 - 3BR Boston | Sleek Apt near Wollaston Beach,Tan,Mattapan,Entire home/apt,303,1,3,3.0,4,340,3,2.0,3,100,5.0,within an hour
Boston Buccaneer Retreat,Hitesh,Jamaica Plain,Entire home/apt,446,3,0,0.0,7,341,0,2.0,3,100,4.7,within an hour
"Stylish Back Bay Loft Near Copley, Sleeps 4",Ronalyn,South End,Entire home/apt,244,2,0,0.0,21,106,0,2.0,0,100,4.7,within an hour
"Stylish 3BR, 2BA, Sleeps 6, Heart of Back Bay",Ronalyn,South End,Entire home/apt,463,5,1,1.0,21,178,1,2.0,3,100,5.0,within an hour
North End Central Condo TD-Garden & Haymarket T,Haroldo,Downtown,Entire home/apt,562,2,2,2.0,8,104,2,2.0,2,100,5.0,within an hour
Downtown Boston Theater District Famous Nightlife,Michael,Downtown,Entire home/apt,176,1,0,0.0,2,338,0,1.0,0,100,4.7,within an hour
Apt Downtown Seaport with Access to Terrace,Compass,South Boston Waterfront,Entire home/apt,280,30,0,0.0,29,235,0,1.0,2,96,4.7,within a few hours
Private Apt Seaport Walk to Restaurants,Compass,South Boston Waterfront,Entire home/apt,346,30,0,0.0,29,260,0,2.0,2,96,4.7,within a few hours
Roomy 1-bedroom - Faneuil Hall and Quincy Market,Paul,Downtown,Entire home/apt,215,30,1,1.0,15,334,1,1.0,0,100,5.0,within an hour
Entire Private 1 Bedroom Suite,Anthony,Roslindale,Entire home/apt,71,91,0,0.0,2,169,0,1.0,1,100,4.7,within an hour
"85b2 Brand new 3BR/Walk to Transit, near Boston",Phuong Thuykim,Dorchester,Entire home/apt,319,1,0,0.0,5,351,0,2.0,3,100,4.7,within an hour
14b6 Cozy/3br/2 free parking/Red line/Boston,Phuong Thuykim,Dorchester,Entire home/apt,228,1,1,1.0,5,355,1,1.5,3,100,5.0,within an hour
Modern 2BR/2BA Apt in Seaport's high-end building,Adam,South Boston Waterfront,Entire home/apt,599,4,0,0.0,95,327,0,2.0,2,92,4.7,within an hour
14a3 Beautiful apt 3br/8 beds/free parking,Phuong Thuykim,Dorchester,Entire home/apt,326,1,0,0.0,5,336,0,1.5,3,100,4.7,within an hour
60/2 - 3BR Boston | Modern Apt near Museum,Jenny,Mattapan,Entire home/apt,279,1,1,1.0,4,342,1,2.0,3,100,5.0,within an hour
90/3 - 4BR Dorchester | Sleek Apt near Marina Bay,Jenny,Dorchester,Entire home/apt,259,1,1,1.0,4,343,1,2.0,4,100,4.0,within an hour
Harbour View 1BR nr MStreet Beach  & Boston Comm,Bluebird,South Boston Waterfront,Entire home/apt,406,30,0,0.0,6,357,0,1.0,1,93,4.7,within an hour
Family-Friendly 4BR w/ Yard & Modern Kitchen,Kama,Jamaica Plain,Entire home/apt,357,14,0,0.0,39,320,0,1.5,4,99,4.7,within an hour
233/1 - 4BR Boston | Cozy Apt near MBTA Station,Jenny,Dorchester,Entire home/apt,282,1,0,0.0,4,318,0,2.0,4,100,4.7,within an hour
"Room- Andrew S, Hospitals, Beach",Vasyl,Dorchester,Private room,48,91,0,0.0,1,291,0,1.0,1,100,4.7,within a day
Sleek 2BR 2BA in Fenway High end building,Adam,Fenway,Entire home/apt,599,5,0,0.0,95,364,0,2.0,2,92,4.7,within an hour
233/3 - 4BR Boston | Peaceful Escape near Downtown,Jenny,Dorchester,Entire home/apt,313,1,1,1.0,4,325,1,2.0,4,100,5.0,within an hour
"Tri-level, Skylighted, Faneuil Hall/Quincy Market",Ronalyn,Downtown,Entire home/apt,185,2,2,2.0,21,281,2,1.5,0,100,5.0,within an hour
Luxury Apartment Back Bay,Compass,Back Bay,Entire home/apt,319,30,0,0.0,29,294,0,1.0,1,96,4.7,within a few hours
Modern Apartment Back Bay,Compass,Back Bay,Entire home/apt,280,30,0,0.0,29,290,0,1.0,1,96,4.7,within a few hours
Luxury Apt In Heart of Back Bay,Compass,Back Bay,Entire home/apt,298,30,0,0.0,29,49,0,1.0,1,96,4.7,within a few hours
Luxury Apt In Heart of Back Bay,Compass,Back Bay,Entire home/apt,303,30,0,0.0,29,319,0,1.0,1,96,4.7,within a few hours
Luxury Apt Near Prudential Center,Compass,Back Bay,Entire home/apt,293,30,0,0.0,29,228,0,1.0,1,96,4.7,within a few hours
Open-Concept 2BR Loft in the Heart of Back Bay,Paul,Back Bay,Entire home/apt,309,2,0,0.0,15,131,0,1.5,0,100,4.7,within an hour
Garden 1BR Loft in Back Bay Near Copley,Paul,Back Bay,Entire home/apt,182,2,0,0.0,15,173,0,1.0,1,100,4.7,within an hour
Luxury 4BR | 2.5BA Back Bay Duplex,Jason,Back Bay,Entire home/apt,1520,4,0,0.0,18,238,0,2.5,4,100,4.7,within an hour
Cozy 2BR 2BA unit in downtown boston,Adam,Downtown,Entire home/apt,599,4,0,0.0,95,166,0,2.0,2,92,4.7,within an hour
Large 3.5 BR|2 BA Penthouse Duplex,Jason,Beacon Hill,Entire home/apt,919,4,0,0.0,18,237,0,2.0,4,100,4.7,within an hour
Prime Downtown Location | 2BR 2BA  Boston Common,Adam,Downtown,Entire home/apt,599,4,0,0.0,95,165,0,2.0,2,92,4.7,within an hour
Spacious 2BR 2BA in Back Bay by Prudential,Adam,Back Bay,Entire home/apt,599,4,0,0.0,95,233,0,2.0,2,92,4.7,within an hour
Luxury Studio near Harvard 1754,Mohammed,Allston,Entire home/apt,191,1,3,3.0,12,291,3,1.0,1,97,5.0,within an hour
Modern Lakeview Penthouse | 2BR 2BA,Adam,Jamaica Plain,Entire home/apt,496,4,0,0.0,95,165,0,2.0,2,92,4.7,within an hour
Awesome Studio with great amenities!,Justin And Mandy,South End,Entire home/apt,223,1,0,0.0,15,354,0,1.0,1,100,4.7,within an hour
Fenway Park – Walk everywhere –Location –2 bedroom,Jessy And Diego,Fenway,Entire home/apt,191,2,2,2.0,20,176,2,1.0,2,100,5.0,within an hour
Stunning Apt with City Views,Compass,Downtown,Entire home/apt,278,30,0,0.0,29,363,0,1.0,1,96,4.7,within a few hours
Luxury Apt Downtown with Pool,Compass,Downtown,Entire home/apt,297,30,0,0.0,29,323,0,1.0,2,96,4.7,within a few hours
Spacious 6BRduplex near Downtown,Marco,Dorchester,Entire home/apt,501,2,0,0.0,1,246,0,2.0,6,100,4.7,within an hour
"(H1) Second Floor, 1 Bedroom, Nebwury Street!",Paige,Back Bay,Entire home/apt,275,1,1,1.0,4,35,1,1.0,1,98,5.0,within an hour
"Sun-filled Unit, Elevator, Pool, Boston College",Ronalyn,Brighton,Entire home/apt,201,29,0,0.0,21,264,0,1.0,0,100,4.7,within an hour
Modern Studio in South End!,Justin And Mandy,South End,Entire home/apt,161,1,0,0.0,15,356,0,1.0,1,100,4.7,within an hour
Luxury 2bd/2ba near Harvard 4293,Mohammed,Allston,Entire home/apt,255,1,1,1.0,12,339,1,2.0,2,97,5.0,within an hour
Ellie 2- Small Back Bay Studio,Paige,Back Bay,Entire home/apt,199,1,0,0.0,8,136,0,1.0,0,98,4.7,within an hour
NEW! LUX 3BR w/ 400 Mbps Wifi | ROKU TV & Games!,Michael,Roxbury,Entire home/apt,351,1,2,2.0,4,321,2,2.0,3,100,5.0,within an hour
3BR | 3.5BA Single Family | Workspace | Playroom,Bennett,South Boston,Entire home/apt,440,2,0,0.0,1,43,0,3.5,4,100,4.7,within an hour
NomadiQ Walk to Airport / 5 min drive to Downtown,Olsian,East Boston,Entire home/apt,331,1,3,3.0,3,359,3,1.0,3,100,5.0,within an hour
Sea view Outstanding apartment,Kubra,South Boston Waterfront,Entire home/apt,408,1,0,0.0,1,360,0,1.0,1,90,4.7,within an hour
Near Harvard Business 1-4,Taskin,Allston,Private room,98,1,0,0.0,16,365,0,1.0,1,100,4.7,within an hour
Luxury 3 Br 2 Ba Jamica pond Boston Hospitals,Adam,Jamaica Plain,Entire home/apt,642,1,0,0.0,95,82,0,2.0,3,92,4.7,within an hour
7 Gladstone Room 1,Weiran,East Boston,Private room,103,1,0,0.0,4,88,0,1.0,3,100,4.7,within an hour
7 Gladstone Room 2,Weiran,East Boston,Private room,117,1,0,0.0,4,89,0,1.0,1,100,4.7,within an hour
A New 2BR Garden-Level Apt 20min Downtown Boston,Pamela,Dorchester,Entire home/apt,176,1,3,3.0,3,349,3,1.0,2,100,5.0,within an hour
558/2 - 3BR Boston | Renovated Nest near Aquarium,Tan,Dorchester,Entire home/apt,288,1,0,0.0,4,329,0,2.0,3,100,4.7,within an hour
5-story Luxury Boston Brownstone,Michael,Roxbury,Entire home/apt,708,3,0,0.0,2,251,0,3.5,6,100,4.7,within an hour
"(T8) South End Studio, Cute and Cozy",Boston,South End,Entire home/apt,314,1,1,1.0,3,129,1,1.0,0,97,5.0,within an hour
7 Gladstone Room 3,Weiran,East Boston,Private room,109,1,0,0.0,4,88,0,1.0,1,100,4.7,within an hour
7 Gladstone Room 4,Weiran,East Boston,Private room,99,1,1,1.0,4,83,1,1.0,1,100,4.0,within an hour
(F22) Fenway Studio! Location A+,Together We,Fenway,Entire home/apt,186,1,0,0.0,2,120,0,1.0,0,100,4.7,within an hour
Back Bay Studio and Private Patio,Paige,Back Bay,Entire home/apt,250,1,0,0.0,5,81,0,1.0,0,96,4.7,within an hour
Room 2 - two queen beds,Evon,Mattapan,Private room,138,3,0,0.0,5,352,0,2.0,1,100,4.7,within an hour
Great Value Studio in South End!,Justin And Mandy,South End,Entire home/apt,145,1,0,0.0,15,356,0,1.0,1,100,4.7,within an hour
Room 1 King Bed,Evon,Mattapan,Private room,135,3,0,0.0,5,352,0,2.0,1,100,4.7,within an hour
Room 3 Queen bed,Evon,Mattapan,Private room,135,3,0,0.0,5,352,0,2.0,1,100,4.7,within an hour
Room 4 - Queen bed,Evon,Mattapan,Private room,140,3,0,0.0,5,351,0,2.0,1,100,4.7,within an hour
Cozy Studio in Faneuil Hall/Quincy Market,Nina,Downtown,Entire home/apt,205,30,0,0.0,7,317,0,1.0,0,100,4.7,within an hour
Elegant 2BR 0.09mi Faneuil Hall/Quincy Market,Nina,Downtown,Entire home/apt,355,30,0,0.0,7,340,0,2.0,0,100,4.7,within an hour
"Renovated, 2BR, 2BA in Boston",Nina,Roxbury,Entire home/apt,276,30,0,0.0,7,362,0,2.0,0,100,4.7,within an hour
"New Reno, Elevator, South End",Nina,Roxbury,Entire home/apt,280,30,0,0.0,7,363,0,2.0,0,100,4.7,within an hour
"New Construction, near NEU/BMC, Elevator, 2B, 2BA",Nina,Roxbury,Entire home/apt,281,30,0,0.0,7,357,0,2.0,2,100,4.7,within an hour
NomadiQ boutique stay,Olsian,East Boston,Entire home/apt,181,1,1,1.0,3,359,1,1.0,1,100,5.0,within an hour
